utt_id,text,h,s,b,dimmer,tag
888,아련히 주말 작업실에 포근한 머무는 소소한 기쁨,48,84,99,76,happy
889,저녁 부엌 고요한 평온 위로 유쾌한 웃음이 스며드는는 느낌,47,81,93,77,happy
890,평일 작업실에 서걱대는 마음이 스며드는 걸음,2,51,39,38,uncomfortable
891,바람 부는 새벽 잔잔한 안정감 사이로 나뭇결의 고요이 스며드는다,52,44,90,87,natural
892,가만히 새벽 복도에 포근한 흘러가는 길어진 침묵,212,62,40,39,lonely
893,아련히 아침 부엌에 포근한 적시는 선명한 생각,215,82,73,73,focused
894,문득 오후 작은 방에 바람 부는 감싸는 잿빛 기분,221,50,32,33,sad
895,문득 아침 베란다에 비 오는 스며드는 바람 결의 숨결,37,46,87,87,natural
896,새벽 작업실에 속삭이는 밤이 따르는 맥박,269,100,85,62,romantic
897,저녁 서재 무거운 마음 위로 거친 심장박동이 따르는는 느낌,9,99,79,65,angry
898,낮 작은 방에 찌릿한 눈가이 적시는 리듬,26,60,35,28,uncomfortable
899,축축한 저녁 잔잔한 안정감 사이로 바람 결의 숨결이 번지는다,53,37,87,84,natural
900,문득 고요한 호흡과 고요한 평온이 부엌에 머무는 축축한 공기,46,69,47,61,calm
901,밤 부엌 가벼운 발걸음 위로 속삭이는 밤이 깃드는는 느낌,286,90,93,60,romantic
902,저녁 작은 방 들뜬 마음 위로 반짝이는 순간이 감싸는는 느낌,71,90,90,79,happy
903,오후 베란다에 누그러진 긴장이 따르는 공기,25,85,73,65,warm
904,낮 방에 차분한 마음결이 감싸는 손끝,43,49,60,64,calm
905,아침 부엌 무거운 마음 위로 길어진 침묵이 번지는는 느낌,247,53,33,33,lonely
906,천천히 평일 베란다에 바람 부는 깃드는 축 처진 기운,19,46,41,49,tired
907,밤 작은 방 활기찬 리듬 위로 선명한 생각이 감싸는는 느낌,195,72,77,61,focused
908,천천히 저녁 거실에 흐린 흘러가는 늘어진 하품,200,43,18,26,sleepy
909,오후 서재에 나뭇결의 고요이 흘러가는 시선,61,45,80,80,natural
910,축축한 낮 들뜬 마음 사이로 은은한 설렘이 맴도는다,270,100,75,79,romantic
911,주말 작은 방에 거친 심장박동이 머무는 발자국,11,97,77,81,angry
912,낮 복도 따가운 신경 위로 비어 있는 자리이 머무는는 느낌,228,68,33,44,lonely
913,천천히 달콤한 온기과 고요한 평온이 방에 맴도는 바람 부는 공기,280,98,78,64,romantic
914,오후 베란다 감사한 마음 위로 탄력 있는 리듬이 따르는는 느낌,60,99,100,95,energetic
915,맑은 저녁 잔잔한 안정감 사이로 나뭇결의 고요이 스며드는다,67,44,90,76,natural
916,맑은 새벽 가벼운 발걸음 사이로 가지런한 호흡이 스며드는다,187,86,78,66,focused
917,축축한 낮 쓸쓸한 생각 사이로 날 선 감정이 감싸는다,348,99,71,76,angry
918,쌀쌀한 저녁 고요한 평온 사이로 달콤한 온기이 머무는다,287,100,92,68,romantic
919,은근히 포근한 마음결과 상쾌한 기분이 베란다에 적시는 안개 낀 공기,16,82,74,60,warm
920,문득 포개진 졸음과 따가운 신경이 작은 방에 감싸는 안개 낀 공기,198,27,24,27,sleepy
921,오래도록 찌릿한 눈가과 쓸쓸한 생각이 작업실에 맴도는 포근한 공기,26,52,30,26,uncomfortable
922,살며시 새벽 거실에 비 오는 번지는 찌릿한 눈가,358,51,24,35,uncomfortable
923,평일 작업실에 서걱대는 마음이 흘러가는 시선,11,58,32,40,uncomfortable
924,밤 작은 방 들뜬 마음 위로 또렷한 시선이 맴도는는 느낌,200,86,66,77,focused
925,밤 복도 따가운 신경 위로 낮게 깔린 생각이 적시는는 느낌,238,55,36,43,sad
926,저녁 작은 방 지친 기운 위로 서걱대는 마음이 따르는는 느낌,0,60,30,35,uncomfortable
927,맑은 낮 들뜬 마음 사이로 따뜻한 배려의 흔적이 번지는다,72,61,93,91,grateful
928,포근한 주말 고요한 평온 사이로 유쾌한 웃음이 흘러가는다,80,99,100,75,happy
929,살며시 환한 마음과 활기찬 리듬이 베란다에 적시는 바람 부는 공기,62,85,100,86,happy
930,오래도록 밤 거실에 맑은 맴도는 늘어진 하품,195,27,25,24,sleepy
931,저녁 부엌에 따뜻한 배려의 흔적이 머무는 생각,76,73,90,83,grateful
932,낮 베란다 들뜬 마음 위로 은은한 설렘이 머무는는 느낌,279,99,81,65,romantic
933,평일 서재에 찌릿한 눈가이 번지는 리듬,8,44,36,41,uncomfortable
934,오후 부엌에 팽팽한 의지이 감싸는 걸음,65,100,95,90,energetic
935,비 오는 평일 상쾌한 기분 사이로 은은한 설렘이 흘러가는다,279,100,92,62,romantic
936,낮 작업실에 달콤한 온기이 흘러가는 발자국,293,100,86,79,romantic
937,은근히 선명한 생각과 잔잔한 안정감이 작업실에 맴도는 축축한 공기,198,85,80,67,focused
938,주말 작업실 활기찬 리듬 위로 팽팽한 의지이 따르는는 느낌,56,100,100,95,energetic
939,주말 베란다에 뜨거운 숨결이 맴도는 발자국,349,96,76,75,angry
940,오후 베란다에 박차는 발걸음이 맴도는 손끝,50,97,100,96,energetic
941,맑은 평일 고요한 평온 사이로 소소한 기쁨이 따르는다,50,82,94,86,happy
942,조용히 저녁 작업실에 안개 낀 감싸는 포근한 마음결,33,76,88,75,warm
943,저녁 베란다에 길어진 침묵이 흘러가는 호흡,222,64,41,30,lonely
944,아련히 오후 서재에 비 오는 감싸는 속삭이는 밤,267,92,79,77,romantic
945,천천히 창가의 잔빛과 감사한 마음이 작은 방에 깃드는 비 오는 공기,70,53,90,78,natural
946,흐린 낮 활기찬 리듬 사이로 박차는 발걸음이 적시는다,53,100,97,98,energetic
947,은근히 낮 복도에 축축한 흘러가는 찌릿한 눈가,23,59,35,35,uncomfortable
948,오후 베란다 메마른 하루 위로 잔 떨림의 손끝이 머무는는 느낌,197,62,56,42,anxious
949,아침 서재에 바람 결의 숨결이 맴도는 시선,58,54,81,80,natural
950,맑은 오후 쓸쓸한 생각 사이로 홀로 선 그림자이 머무는다,231,61,44,27,lonely
951,새벽 거실에 거친 심장박동이 번지는 호흡,0,100,79,77,angry
952,안개 낀 새벽 감사한 마음 사이로 탄력 있는 리듬이 흘러가는다,53,100,97,92,energetic
953,오래도록 반짝이는 순간과 들뜬 마음이 거실에 감싸는 비 오는 공기,76,82,92,77,happy
954,오래도록 새벽 복도에 맑은 따르는 충만한 미소,89,75,96,90,grateful
955,낮 부엌에 보랏빛 감성이 흘러가는 발자국,268,98,75,62,romantic
956,낮 베란다에 길어진 침묵이 감싸는 손끝,210,68,34,25,lonely
957,저녁 방 상쾌한 기분 위로 도약하는 기분이 감싸는는 느낌,84,100,100,94,energetic
958,맑은 주말 설레는 느낌 사이로 모아지는 집중이 적시는다,189,85,77,64,focused
959,어느새 평일 방에 포근한 적시는 서걱대는 마음,3,45,37,44,uncomfortable
960,평일 복도 따가운 신경 위로 가라앉은 표정이 적시는는 느낌,200,47,41,33,sad
961,아련히 밤 베란다에 흐린 머무는 포근한 마음결,30,81,72,59,warm
962,은근히 거친 심장박동과 따가운 신경이 복도에 적시는 안개 낀 공기,5,98,73,82,angry
963,조용히 햇결 같은 평온과 설레는 느낌이 베란다에 따르는 안개 낀 공기,46,36,78,78,natural
964,아침 거실 가벼운 발걸음 위로 선명한 생각이 머무는는 느낌,211,86,61,65,focused
965,아련히 저녁 부엌에 축축한 흘러가는 가라앉은 체력,44,57,53,34,tired
966,조용히 낮 서재에 포근한 적시는 느려진 시간,200,26,20,23,sleepy
967,조용히 밤 서재에 흐린 맴도는 또렷한 시선,210,75,62,72,focused
968,어느새 아침 거실에 비 오는 번지는 서걱대는 마음,29,57,40,41,uncomfortable
969,평일 작업실에 보랏빛 감성이 맴도는 공기,277,94,82,63,romantic
970,포근한 주말 메마른 하루 사이로 쫓기는 생각이 적시는다,202,68,57,42,anxious
971,포근한 아침 가벼운 발걸음 사이로 차분한 마음결이 맴도는다,48,45,56,47,calm
972,오래도록 고마운 하루과 활기찬 리듬이 작은 방에 흘러가는 축축한 공기,93,62,85,88,grateful
973,비 오는 오후 들뜬 마음 사이로 반짝이는 순간이 깃드는다,69,87,100,78,happy
974,평일 부엌에 고요한 호흡이 따르는 시선,29,54,48,58,calm
975,가만히 새벽 작은 방에 비 오는 적시는 유쾌한 웃음,57,84,90,78,happy
976,오래도록 평일 방에 쌀쌀한 스며드는 바람 결의 숨결,30,50,89,75,natural
977,오래도록 햇결 같은 평온과 들뜬 마음이 베란다에 적시는 맑은 공기,51,42,84,84,natural
978,바람 부는 밤 고요한 평온 사이로 소소한 기쁨이 맴도는다,74,83,100,76,happy
979,저녁 작은 방 활기찬 리듬 위로 바람 결의 숨결이 감싸는는 느낌,46,53,87,77,natural
980,살며시 저녁 방에 안개 낀 맴도는 보랏빛 감성,288,99,81,76,romantic
981,살며시 길어진 침묵과 쓸쓸한 생각이 베란다에 흘러가는 흐린 공기,236,51,43,36,lonely
982,낮 부엌에 고마운 하루이 적시는 리듬,102,70,97,83,grateful
983,평일 복도에 잔 떨림의 손끝이 스며드는 공기,183,74,56,46,anxious
984,오래도록 아침 복도에 쌀쌀한 스며드는 가라앉은 표정,231,54,44,40,sad
985,축축한 주말 울적한 기분 사이로 가라앉은 체력이 머무는다,48,57,50,35,tired
986,가만히 아침 작업실에 포근한 감싸는 찌릿한 눈가,2,55,22,35,uncomfortable
987,가만히 평일 작업실에 포근한 머무는 따뜻한 배려의 흔적,81,80,82,91,grateful
988,은근히 낮게 깔린 생각과 거칠어진 감정이 방에 번지는 흐린 공기,220,73,39,49,sad
989,천천히 밤 작은 방에 바람 부는 따르는 축 처진 기운,26,53,52,38,tired
990,오래도록 달콤한 온기과 가벼운 발걸음이 베란다에 스며드는 포근한 공기,266,97,90,76,romantic
991,아련히 평일 작은 방에 포근한 깃드는 느려진 시간,194,35,32,38,sleepy
992,문득 날 선 감정과 메마른 하루이 복도에 따르는 맑은 공기,358,97,77,73,angry
993,바람 부는 주말 활기찬 리듬 사이로 따스한 숨결이 머무는다,19,92,71,56,warm
994,바람 부는 새벽 가벼운 발걸음 사이로 바람 결의 숨결이 깃드는다,33,35,89,87,natural
995,문득 묵직한 하루과 따가운 신경이 베란다에 감싸는 포근한 공기,21,59,41,47,tired
996,바람 부는 새벽 고요한 평온 사이로 고마운 하루이 따르는다,95,79,88,90,grateful
997,새벽 작업실에 한기 어린 마음이 깃드는 발자국,231,53,30,31,lonely
998,평일 베란다 설레는 느낌 위로 달콤한 온기이 흘러가는는 느낌,290,91,75,68,romantic
999,은근히 느릿한 시간과 감사한 마음이 거실에 따르는 쌀쌀한 공기,62,57,60,64,calm
1000,낮 작업실 거칠어진 감정 위로 길어진 침묵이 머무는는 느낌,215,65,30,31,lonely
